1	0.2034	0.9974
2	0.2456	0.9953
3	0.2665	0.9941
4	0.2922	0.9925
5	0.3067	0.9915
6	0.3259	0.9902
7	0.3372	0.9894
8	0.3526	0.9882
9	0.3619	0.9874
10	0.3749	0.9863
11	0.3869	0.9852
12	0.3944	0.9845
13	0.4050	0.9835
14	0.4117	0.9828
15	0.4211	0.9819
16	0.4272	0.9812
17	0.4361	0.9803
18	0.4417	0.9796
19	0.4498	0.9787
20	0.4550	0.9780
21	0.4626	0.9770
22	0.4698	0.9760
23	0.4746	0.9754
24	0.4815	0.9744
25	0.4861	0.9738
26	0.4928	0.9729
27	0.4972	0.9723
28	0.5035	0.9713
29	0.5075	0.9706
30	0.5135	0.9696
31	0.5196	0.9686
32	0.5234	0.9678
33	0.5291	0.9668
34	0.5329	0.9661
35	0.5387	0.9650
36	0.5424	0.9643
37	0.5479	0.9631
38	0.5516	0.9623
39	0.5571	0.9612
40	0.5607	0.9605
41	0.5659	0.9593
42	0.5711	0.9580
43	0.5747	0.9572
44	0.5799	0.9560
45	0.5834	0.9552
46	0.5885	0.9537
47	0.5919	0.9527
48	0.5971	0.9512
49	0.6006	0.9503
50	0.6057	0.9487
51	0.6109	0.9472
52	0.6144	0.9461
53	0.6196	0.9446
54	0.6231	0.9435
55	0.6283	0.9418
56	0.6318	0.9407
57	0.6371	0.9388
58	0.6407	0.9376
59	0.6461	0.9357
60	0.6497	0.9344
61	0.6550	0.9325
62	0.6603	0.9302
63	0.6640	0.9288
64	0.6696	0.9265
65	0.6732	0.9250
66	0.6787	0.9224
67	0.6826	0.9206
68	0.6884	0.9179
69	0.6923	0.9161
70	0.6984	0.9131
71	0.7046	0.9099
72	0.7089	0.9078
73	0.7154	0.9043
74	0.7197	0.9019
75	0.7264	0.8982
76	0.7308	0.8955
77	0.7378	0.8912
78	0.7426	0.8883
79	0.7499	0.8836
80	0.7549	0.8803
81	0.7627	0.8748
82	0.7706	0.8687
83	0.7762	0.8645
84	0.7851	0.8576
85	0.7911	0.8525
86	0.8002	0.8440
87	0.8067	0.8378
88	0.8169	0.8276
89	0.8240	0.8200
90	0.8352	0.8073
91	0.8477	0.7925
92	0.8563	0.7813
93	0.8705	0.7614
94	0.8806	0.7458
95	0.8972	0.7174
96	0.9095	0.6940
97	0.9303	0.6486
98	0.9459	0.6060
99	0.9730	0.4960
100	0.9948	0.2737
